filePath,country,breedName,health,finalSkill,veterancy,healthRegen,staminaRegen,speed,inventory,tankSkill,vehicleSkill,cannonSkill,tankGunSkill,pistolSkill,smgSkill,mgunSkill,rifleSkill,rocketLskill,melee,commandPower,score,captureWeight,newMp,newCp
./resource/gamelogic/set/breed/mp\eng\saper2.set,eng,saper2,0.15,saper,1,0.1,0.1,0.0009,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""mine antitank"" 6', '""hedgehog_kit"" 1', '""dynamite"" 1', '""repair_kit"" 1', '""trench_spade""']",0.0008,0.001,0.001,0.0,0.002,0.003,0.002,0.002,1,0.003,0.001,0.001,0.001,36.87000000000001,0.3687
./resource/gamelogic/set/breed/mp\eng\saper3.set,eng,saper3,0.15,saper,1,0.1,0.1,0.0009,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""mine antipersonnel"" 15', '""barbwire_kit"" 1', '""dynamite"" 1', '""repair_kit"" 1', '""trench_spade""']",0.0008,0.001,0.001,0.0,0.002,0.003,0.002,0.002,1,0.003,0.001,0.001,0.001,36.87000000000001,0.3687
./resource/gamelogic/set/breed/mp\eng\scout.set,eng,scout,0.35,scout,1,0.1,0.3,0.0009,"['""welrod"" filled', '""sten_v_silencer"" filled', '""ammo sten_mag"" 128', '""ammo welrod_mag"" 24', '""bandage"" 5', '""grenade mk1"" 4', '""grenade n73at"" 4', '""grenade molotov_coctail"" 2', '""dynamite"" 2', '""knife_union"" 1', '""matchbox"" 1']",0.001,0.001,0.001,0.0,0.005,0.005,0.005,0.005,5,0.005,0.003,0.008,0.002,79.18999999999998,0.7919
./resource/gamelogic/set/breed/mp\eng\smg.set,eng,smg,0.15,vet_3,1,0.1,0.1,0.0009,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 0 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 0 1']",0.0008,0.001,0.001,0.0,0.002,0.004,0.002,0.002,1,0.003,0.00075,0.00075,0.00075,36.89500000000002,0.36894999999999994
./resource/gamelogic/set/breed/mp\eng\smg2.set,eng,smg2,0.15,vet_2,1,0.1,0.1,0.0009,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.002,0.004,0.002,0.002,1,0.003,0.0005,0.0005,0.0005,36.82,0.3682
./resource/gamelogic/set/breed/mp\eng\smg2_40.set,eng,smg2_40,0.15,vet_2,1,0.1,0.1,0.0009,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.002,0.003,0.002,0.002,1,0.003,0.0005,0.0005,0.0005,36.72,0.3672
./resource/gamelogic/set/breed/mp\eng\smg3.set,eng,smg3,0.15,vet_2,1,0.1,0.1,0.0009,"['""m50reising"" filled', '""ammo m50reising_mag"" 100', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.002,0.003,0.002,0.002,1,0.003,0.0005,0.0005,0.0005,36.72,0.3672
./resource/gamelogic/set/breed/mp\eng\smg_40.set,eng,smg_40,0.15,vet_2,1,0.1,0.1,0.0009,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.002,0.003,0.002,0.002,1,0.003,0.0005,0.0005,0.0005,36.72,0.3672
./resource/gamelogic/set/breed/mp\eng\smg_scot.set,eng,smg_scot,0.15,vet_5,1,0.1,0.1,0.0009,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.003,0.005,0.003,0.003,2,0.005,0.00125,0.00125,0.00125,37.644999999999996,0.37644999999999995
./resource/gamelogic/set/breed/mp\eng\sniper.set,eng,sniper,0.35,sniper,,0.1,0.1,0.001,"['""ammo british303_clip"" 100', '""bandage"" 5', '""plant"" 3', '""em2_vet"" filling ""british303_clip ammo"" 10']",0.001,0.001,0.001,0.0,0.003,0.003,0.003,0.006,2,0.004,0.005,0.008,0.002,58.8,0.588
./resource/gamelogic/set/breed/mp\eng\squadleader.set,eng,squadleader,0.2,vet_4,1,0.1,0.1,0.0009,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 0.25 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.004,0.005,0.003,0.004,2,0.005,0.001,0.001,0.001,42.77,0.4277000000000001
./resource/gamelogic/set/breed/mp\eng\squadleader2.set,eng,squadleader2,0.2,vet_3,1,0.1,0.1,0.0009,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 0.25 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.004,0.005,0.003,0.004,2,0.005,0.00075,0.00075,0.00075,42.69500000000001,0.42695
./resource/gamelogic/set/breed/mp\eng\squadleader2_40.set,eng,squadleader2_40,0.2,vet_3,1,0.1,0.1,0.0009,"['""em3_mark1"" filled', '""ammo rifle_grenade"" 25', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.003,0.003,0.003,0.004,2,0.004,0.00075,0.00075,0.00075,42.295,0.42295
./resource/gamelogic/set/breed/mp\eng\squadleader_40.set,eng,squadleader_40,0.2,vet_3,1,0.1,0.1,0.0009,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.003,0.004,0.002,0.003,2,0.004,0.00075,0.00075,0.00075,42.19500000000001,0.42195
./resource/gamelogic/set/breed/mp\eng\squadleader_asst.set,eng,squadleader_asst,0.2,vet_5,1,0.1,0.1,0.0009,"['""em3"" filled', '""ammo british303_clip"" 50', '""ammo bren_mag"" 56', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.004,0.004,0.003,0.005,2,0.005,0.00125,0.00125,0.00125,42.845,0.42845
./resource/gamelogic/set/breed/mp\eng\squadleader_can.set,eng,squadleader_can,0.2,vet_4,1,0.1,0.1,0.0009,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.003,0.004,0.002,0.003,2,0.004,0.001,0.001,0.001,42.27,0.4227000000000001
./resource/gamelogic/set/breed/mp\eng\squadleader_scot.set,eng,squadleader_scot,0.2,vet_5,1,0.1,0.1,0.0009,"['""em3"" filled', '""ammo british303_clip"" 50', '""bandage"" 3', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.0008,0.001,0.001,0.0,0.005,0.005,0.004,0.005,4,0.005,0.00125,0.00125,0.00125,43.145,0.43145
./resource/gamelogic/set/breed/mp\eng\sturmovik.set,eng,sturmovik,0.4,vet_5,elite,0.1,0.1,0.0009,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 0.5 1']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00125,0.00125,0.00125,64.26500000000001,0.6426499999999999
./resource/gamelogic/set/breed/mp\eng\sturmovik2.set,eng,sturmovik2,0.4,vet_5,elite,0.1,0.1,0.0009,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.5 1', '""dynamite"" 1']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00125,0.00125,0.00125,64.26500000000001,0.6426499999999999
./resource/gamelogic/set/breed/mp\eng\sturmovik3.set,eng,sturmovik3,0.4,vet_5,elite,0.1,0.1,0.0009,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""n77_smoke grenade"" 0.5 1', '""weapon piatrocket"" filled', '""ammo piatrocket"" 5']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00125,0.00125,0.00125,64.26500000000001,0.6426499999999999
./resource/gamelogic/set/breed/mp\eng\sturmovik4.set,eng,sturmovik4,0.4,vet_5,elite,0.1,0.1,0.0009,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 3', '""grenade mk1"" 2', '""n77_smoke grenade"" 0.5 1', '""ammo ptr"" 15', '""boyes"" filled']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00125,0.00125,0.00125,64.26500000000001,0.6426499999999999
./resource/gamelogic/set/breed/mp\eng\sturmovik4b.set,eng,sturmovik4b,0.4,vet_5,elite,0.1,0.1,0.0009,"['""em3_vet"" filled', '""ammo british303_clip"" 100', '""ammo bren_mag"" 56', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.5 1', '""dynamite"" 1']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00125,0.00125,0.00125,64.26500000000001,0.6426499999999999
./resource/gamelogic/set/breed/mp\eng\sturmovik4c.set,eng,sturmovik4c,0.4,vet_7,elite,0.1,0.1,0.0009,"['""em3_vet"" filled', '""ammo british303_clip"" 100', '""ammo bren_mag"" 56', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 1', '""n77_smoke grenade"" 0.5 1']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,64.41500000000002,0.6441500000000001
./resource/gamelogic/set/breed/mp\eng\sturmovik5.set,eng,sturmovik5,0.4,vet_5,elite,0.1,0.1,0.0009,"['""weapon piatrocket"" filled', '""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.5 1', '""ammo piatrocket"" 5']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00125,0.00125,0.00125,64.26500000000001,0.6426499999999999
./resource/gamelogic/set/breed/mp\eng\sturmovik5b.set,eng,sturmovik5b,0.4,vet_5,elite,0.1,0.1,0.0009,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""n77_smoke grenade"" 0.5 1', '""smoke grenade"" 1', '""ammo piatrocket"" 3']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00125,0.00125,0.00125,64.26500000000001,0.6426499999999999
./resource/gamelogic/set/breed/mp\eng\sturmovik6.set,eng,sturmovik6,0.4,vet_5,elite,0.1,0.1,0.0009,"['""bren"" filled', '""ammo bren_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""smoke grenade"" 2', '""n77_smoke grenade"" 0.5 1', '""dynamite"" 1']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00125,0.00125,0.00125,64.26500000000001,0.6426499999999999
./resource/gamelogic/set/breed/mp\eng\sturmovik6b.set,eng,sturmovik6b,0.4,vet_5,elite,0.1,0.1,0.0009,"['""em3_vet"" filled', '""ammo british303_clip"" 100', '""ammo bren_mag"" 168', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 0.5 1', '""sandbag_kit"" 1']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.00125,0.00125,0.00125,64.26500000000001,0.6426499999999999
./resource/gamelogic/set/breed/mp\eng\sturmovik_2ic.set,eng,sturmovik_2ic,0.4,vet_7,elite,0.1,0.1,0.0009,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,64.41500000000002,0.6441500000000001
./resource/gamelogic/set/breed/mp\eng\sturmovik_cpl.set,eng,sturmovik_cpl,0.4,vet_7,elite,0.1,0.1,0.0009,"['""sten_v"" filled', '""ammo sten_mag"" 224', '""bandage"" 5', '""grenade mk1"" 2', '""grenade n73at"" 1', '""smoke grenade"" 2', '""n77_smoke grenade"" 1']",0.001,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,64.41500000000002,0.6441500000000001
./resource/gamelogic/set/breed/mp\eng\tankman.set,eng,tankman,0.1,tankman,,0.1,0.1,0.0008,"['""webley"" filled', '""ammo webley_clip"" 36', '""bandage"" 3']",0.001,0.001,0.0008,0.002,0.003,0.003,0.002,0.002,1,0.003,0.00025,0.0012,0.00025,32.029999999999994,0.32030000000000003
./resource/gamelogic/set/breed/mp\eng\tankman2.set,eng,tankman2,0.15,tankman2,,0.1,0.1,0.0008,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3']",0.001,0.001,0.0008,0.004,0.003,0.003,0.003,0.002,1,0.003,0.0005,0.0022,0.0005,37.47999999999998,0.3748
./resource/gamelogic/set/breed/mp\eng\vehicle_supporter.set,eng,vehicle_supporter,0.15,vehicle_supporter,tankcrew,0.1,0.1,0.0009,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 1', '""smoke grenade"" 1']",0.001,0.001,0.001,0.004,0.003,0.002,0.004,0.002,1,0.004,0.0005,0.002,0.00025,37.565000000000005,0.37565
./resource/gamelogic/set/breed/mp\eng\vehicle_supporter_40.set,eng,vehicle_supporter_40,0.15,vehicle_supporter,tankcrew,0.1,0.1,0.0009,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3', '""grenade mk1"" 1', '""smoke grenade"" 1']",0.001,0.001,0.001,0.003,0.003,0.002,0.003,0.002,1,0.003,0.0005,0.002,0.00025,37.265,0.37265
./resource/gamelogic/set/breed/mp\eng\vet_tankman.set,eng,vet_tankman,0.1,tankman,,0.1,0.1,0.0008,"['""webley"" filled', '""ammo webley_clip"" 36', '""bandage"" 3']",0.00115,0.00115,0.001,0.005,0.003,0.003,0.003,0.002,1,0.003,0.00025,0.0012,0.00025,32.47999999999999,0.3248
./resource/gamelogic/set/breed/mp\eng\vet_tankman2.set,eng,vet_tankman2,0.15,tankman2,,0.1,0.1,0.0008,"['""sten_mk2"" filled', '""ammo sten_mag"" 128', '""bandage"" 3']",0.0012,0.0012,0.0011,0.006999999999999999,0.003,0.003,0.004,0.002,1,0.003,0.0005,0.0022,0.0005,37.94999999999998,0.37949999999999995
./resource/gamelogic/set/breed/mp\ger\ap_miner.set,ger,ap_miner,0.15,ap_miner,,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine s_mine"" 29', '""barbwire_kit""', '""hohlladung grenade""', '""bandage"" 5']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.001,0.001,0.001,37.345000000000006,0.37345
./resource/gamelogic/set/breed/mp\ger\at_miner.set,ger,at_miner,0.15,at_miner,,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine antitank"" 7', '""hedgehog_kit""', '""hohlladung grenade""', '""bandage"" 5']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.001,0.001,0.001,37.345000000000006,0.37345
./resource/gamelogic/set/breed/mp\ger\at_rifle.set,ger,at_rifle,0.15,at_rifle,1,0.1,0.1,0.0009,"['""pzb39"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo ptr"" 35']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.001,0.005,2,0.004,0.001,0.0015,0.001,37.495000000000005,0.37495
./resource/gamelogic/set/breed/mp\ger\at_rifle2.set,ger,at_rifle2,0.15,at_rifle,1,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""ammo ptr"" 10']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.005,2,0.004,0.001,0.0015,0.001,37.595000000000006,0.37595
./resource/gamelogic/set/breed/mp\ger\bazooker.set,ger,bazooker,0.15,bazooker,1,0.1,0.1,0.0009,"['""weapon panzershreck"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo panzershreck"" 7', '""valter"" filled', '""ammo walther_mag"" 16']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.004,5,0.004,0.001,0.0015,0.001,37.395,0.37395
./resource/gamelogic/set/breed/mp\ger\bazooker2.set,ger,bazooker2,0.15,bazooker,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""ammo panzershreck"" 3']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.004,5,0.004,0.001,0.0015,0.001,37.395,0.37395
./resource/gamelogic/set/breed/mp\ger\bazooker3.set,ger,bazooker3,0.15,bazooker,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""hohlladung grenade""', '""smoke grenade"" 1', '""panzerfaust_60 weapon"" filled', '""panzerfaust_60 weapon"" filled']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.004,5,0.004,0.001,0.0015,0.001,37.395,0.37395
./resource/gamelogic/set/breed/mp\ger\elite.set,ger,elite,0.35,vet_4,elite,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 5', '""grenade m24"" 2', '""grenade pwm1"" 1', '""smoke grenade"" 1']",0.00085,0.001,0.0009,0.0,0.006,0.006,0.006,0.006,6,0.006,0.001,0.001,0.001,58.66500000000002,0.58665
./resource/gamelogic/set/breed/mp\ger\elite2.set,ger,elite2,0.35,vet_4,elite,0.1,0.1,0.0009,"['""g43_scope"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""bandage"" 5', '""grenade m24"" 2', '""grenade pwm1"" 1', '""smoke grenade"" 1', '""dynamite"" 1']",0.00085,0.001,0.0009,0.0,0.006,0.006,0.006,0.006,6,0.006,0.001,0.001,0.001,58.66500000000002,0.58665
./resource/gamelogic/set/breed/mp\ger\elite3.set,ger,elite3,0.35,vet_4,elite,0.1,0.1,0.0009,"['""fg42_rifle"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m24"" 2', '""grenade pwm1"" 1', '""sandbag_kit"" 1']",0.00085,0.001,0.0009,0.0,0.006,0.006,0.006,0.006,6,0.006,0.001,0.001,0.001,58.66500000000002,0.58665
./resource/gamelogic/set/breed/mp\ger\elite4.set,ger,elite4,0.35,vet_2,elite,0.1,0.1,0.0009,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""bandage"" 5', '""grenade m24"" 2', '""grenade pwm1"" 1', '""smoke grenade"" 1']",0.00085,0.001,0.0009,0.0,0.006,0.006,0.006,0.006,6,0.006,0.0005,0.0005,0.0005,58.51500000000001,0.5851499999999998
./resource/gamelogic/set/breed/mp\ger\elite5.set,ger,elite5,0.35,vet_2,elite,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 5', '""grenade m24"" 2', '""panzerfaust weapon"" filled']",0.00085,0.001,0.0009,0.0,0.006,0.006,0.006,0.006,6,0.006,0.0005,0.0005,0.0005,58.51500000000001,0.5851499999999998
./resource/gamelogic/set/breed/mp\ger\elite6.set,ger,elite6,0.35,vet_2,elite,0.1,0.1,0.0009,"['""mg34"" filled', '""ammo mg_mauser drum"" 300', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""sandbag_kit"" 1', '""barrel_case""']",0.00085,0.001,0.0009,0.0,0.006,0.006,0.006,0.006,6,0.006,0.0005,0.0005,0.0005,58.51500000000001,0.5851499999999998
./resource/gamelogic/set/breed/mp\ger\elite_at.set,ger,elite_at,0.35,vet_4,elite,0.1,0.1,0.0009,"['""weapon panzershreck"" filled', '""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24x5"" 1', '""ammo panzershreck"" 7']",0.00085,0.001,0.0009,0.0,0.006,0.006,0.006,0.006,6,0.006,0.001,0.001,0.001,58.66500000000002,0.58665
./resource/gamelogic/set/breed/mp\ger\elite_tankman.set,ger,elite_tankman,0.1,tankman,tankcrew,0.1,0.1,0.0008,"['""valter"" filled', '""ammo walther_mag"" 32']",0.00115,0.00115,0.001,0.008,0.005,0.005,0.005,0.003,2,0.004,0.00025,0.0012,0.00025,33.579999999999984,0.3358
./resource/gamelogic/set/breed/mp\ger\elite_tankman2.set,ger,elite_tankman2,0.15,tankman2,tankcrew,0.1,0.1,0.0008,"['""mp40"" filled', '""ammo mp40_mag"" 96']",0.0012,0.0012,0.001,0.01,0.004,0.005,0.006999999999999999,0.003,2,0.004,0.0005,0.0022,0.0005,39.039999999999985,0.39039999999999997
./resource/gamelogic/set/breed/mp\ger\fallschirm_at.set,ger,fallschirm_at,0.4,vet_7,elite,0.1,0.1,0.0009,"['""weapon panzershreck"" filled', '""ammo panzershreck"" 7', '""valter"" filled', '""ammo walther_mag"" 16', '""grenade m39"" 2', '""grenade pwm1""']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,64.41000000000001,0.6441000000000001
./resource/gamelogic/set/breed/mp\ger\fallschirm_at2.set,ger,fallschirm_at2,0.4,vet_7,elite,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 60', '""smoke grenade"" 1', '""ammo panzershreck"" 5', '""grenade m39"" 2', '""grenade pwm1""']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,64.41000000000001,0.6441000000000001
./resource/gamelogic/set/breed/mp\ger\fallschirm_fgsc_42.set,ger,fallschirm_fgsc_42,0.4,vet_6,elite,0.1,0.1,0.0009,"['""fg42_sc"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade m24x5""', '""smoke grenade"" 1', '""sandbag_kit""']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger\fallschirm_fgsc_43.set,ger,fallschirm_fgsc_43,0.4,vet_6,elite,0.1,0.1,0.0009,"['""fg42_sc"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 1', '""sandbag_kit""']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger\fallschirm_fg_42.set,ger,fallschirm_fg_42,0.4,vet_6,elite,0.1,0.1,0.0009,"['""fg42_rifle"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade m24x5""', '""smoke grenade"" 1', '""sandbag_kit""']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger\fallschirm_fg_43.set,ger,fallschirm_fg_43,0.4,vet_6,elite,0.1,0.1,0.0009,"['""fg42_rifle"" filled', '""ammo fg42_mag"" 160', '""bandage"" 5', '""grenade m39"" 2', '""grenade pwm1""', '""smoke grenade"" 1', '""sandbag_kit""']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
./resource/gamelogic/set/breed/mp\ger\fallschirm_grenadier.set,ger,fallschirm_grenadier,0.4,vet_6,elite,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 120', '""bandage"" 5', '""k98_gewehrgranat"" filling ""k98_grenade fg"" 1', '""k98_grenade fg"" 6 1', '""k98_grenade ap"" 1 1', '""ammo mg_mauser drum"" 50']",0.00095,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0015,0.0015,0.0015,64.33500000000004,0.6433499999999999
